"name","position","team","points"
"Unknown","Unknown",,
"Unknown","Unknown",,
"Unknown","Unknown",,
"Unknown","Unknown",,
"Unknown","Unknown",,
"Unknown","Unknown",,
"Unknown","Unknown",,
"Unknown","Unknown",,
"Unknown","Unknown",,
"Unknown","Unknown",,
"Unknown","Unknown",,
"Unknown","Unknown",,
"Unknown","Unknown",,
"Unknown","Unknown",,
"Unknown","Unknown",,
"Unknown","Unknown",,
"Unknown","Unknown",,
